title,id,imdb_id,tmdb_id,adult,release_date,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
The Towering Inferno,the+towering+inferno+1974,tt0072308,5919,0,1974-12-14,116000000,159,7.1,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sixth Sense,the+sixth+sense+1999,tt0167404,745,0,1999-08-06,672806292,107,7.7,3223,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Striptease,striptease+1996,tt0117765,9879,0,1996-06-28,113309743,115,4.4,210,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Finding Nemo,finding+nemo+2003,tt0266543,12,0,2003-05-30,940335536,100,7.6,6292,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Manderlay,manderlay+2005,tt0342735,1951,0,2005-05-16,674918,139,6.9,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stargate,stargate+1994,tt0111282,2164,0,1994-10-27,196567262,121,6.8,942,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Back to the Future Part III,back+to+the+future+part+iii+1990,tt0099088,196,0,1990-05-25,244527583,118,7.1,2978,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Ikiru,ikiru+1952,tt0044741,3782,0,1952-10-09,55240,143,8.1,208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek: Generations,star+trek+generations+1994,tt0111280,193,0,1994-11-17,120000000,118,6.4,461,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Wanted,wanted+2008,tt0493464,8909,0,2008-06-19,258270008,110,6.4,2583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Usual Suspects,the+usual+suspects+1995,tt0114814,629,0,1995-07-19,23341568,106,8.1,3334,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mission: Impossible,mission+impossible+1996,tt0117060,954,0,1996-05-22,457696359,110,6.7,2677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hangover,the+hangover+2009,tt1119646,18785,0,2009-06-05,459270619,100,7.2,6324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dune,dune+1984,tt0087182,841,0,1984-12-14,30925690,137,6.5,576,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shakespeare in Love,shakespeare+in+love+1998,tt0138097,1934,0,1998-12-11,289317794,122,6.8,831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Star Wars,star+wars+1977,tt0076759,11,0,1977-05-25,775398007,121,8.1,6778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Doom,doom+2005,tt0419706,8814,0,2005-10-20,55987321,105,5.0,619,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
True Romance,true+romance+1993,tt0108399,319,0,1993-09-09,12281551,120,7.5,762,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Misery,misery+1990,tt0100157,1700,0,1990-11-28,61276872,107,7.6,1085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Wedding Singer,the+wedding+singer+1998,tt0120888,11003,0,1998-02-13,123306987,95,6.5,603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Fish Called Wanda,a+fish+called+wanda+1988,tt0095159,623,0,1988-07-15,62493712,108,7.1,576,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunchback of Notre Dame,the+hunchback+of+notre+dame+1996,tt0116583,10545,0,1996-06-21,100138851,91,6.8,1182,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Stand by Me,stand+by+me+1986,tt0092005,235,0,1986-08-22,52287414,89,7.8,1568,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mummy,the+mummy+1999,tt0120616,564,0,1999-04-16,415885488,124,6.6,2796,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Raiders of the Lost Ark,raiders+of+the+lost+ark+1981,tt0082971,85,0,1981-06-12,389925971,115,7.7,3949,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Piano,the+piano+1993,tt0107822,713,0,1993-05-19,116700000,121,7.1,290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Coraline,coraline+2009,tt0327597,14836,0,2009-02-05,124596398,100,7.3,1432,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Saving Private Ryan,saving+private+ryan+1998,tt0120815,857,0,1998-07-24,481840909,169,7.9,5148,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Jean de Florette,jean+de+florette+1986,tt0091288,4480,0,1986-08-27,0,120,7.6,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Alone 2: Lost in New York,home+alone+2+lost+in+new+york+1992,tt0104431,772,0,1992-11-19,358991681,120,6.3,2459,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Grandma's Boy,grandmas+boy+2006,tt0456554,9900,0,2006-01-06,6538177,94,6.6,222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,unknown+2011,tt1401152,48138,0,2011-02-16,130786397,113,6.5,1288,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
D2: The Mighty Ducks,d2+the+mighty+ducks+1994,tt0109520,11164,0,1994-03-25,45610410,106,5.8,135,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
It Happened One Night,it+happened+one+night+1934,tt0025316,3078,0,1934-02-22,4500000,105,7.7,283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Top Secret!,top+secret+1984,tt0088286,8764,0,1984-06-08,20458340,90,7.0,241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notorious,notorious+1946,tt0038787,303,0,1946-08-15,24464742,102,7.8,345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
The Princess Diaries,the+princess+diaries+2001,tt0247638,9880,0,2001-08-03,165335153,115,6.5,1063,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Pink Panther,the+pink+panther+1963,tt0057413,936,0,1963-12-19,10878107,115,6.9,246,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dark Knight,the+dark+knight+2008,tt0468569,155,0,2008-07-16,1004558444,152,8.3,12269,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The English Patient,the+english+patient+1996,tt0116209,409,0,1996-11-14,231976425,162,7.0,559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
One Flew Over the Cuckoo's Nest,one+flew+over+the+cuckoos+nest+1975,tt0073486,510,0,1975-11-18,108981275,133,8.3,3001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Craft,the+craft+1996,tt0115963,9100,0,1996-05-03,24769466,101,6.3,388,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
Men in Black,men+in+black+1997,tt0119654,607,0,1997-07-02,589390539,98,6.9,4521,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Space Jam,space+jam+1996,tt0117705,2300,0,1996-11-15,250200000,88,6.5,1335,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Batman Begins,batman+begins+2005,tt0372784,272,0,2005-06-10,374218673,140,7.5,7511,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery  Alaska,mystery_+alaska+1999,tt0134618,15198,0,1999-10-01,8888143,119,6.0,71,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
House Party 3,house+party+3+1994,tt0110064,16097,0,1994-01-01,0,100,4.6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Guns,young+guns+1988,tt0096487,11967,0,1988-08-12,44726644,107,6.6,262,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Waterworld,waterworld+1995,tt0114898,9804,0,1995-07-28,264218220,135,5.9,1017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed,speed+1994,tt0111257,1637,0,1994-06-09,350448145,116,6.8,1814,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slumdog Millionaire,slumdog+millionaire+2008,tt1010048,12405,0,2008-05-12,377910544,120,7.6,2918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Naked Gun 33⅓: The Final Insult,the+naked+gun+33+the+final+insult+1994,tt0110622,36593,0,1994-03-18,51132598,83,6.4,535,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Return of the King,the+lord+of+the+rings+the+return+of+the+king+2003,tt0167260,122,0,2003-12-01,1118888979,201,8.1,8226,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Schindler's List,schindlers+list+1993,tt0108052,424,0,1993-11-29,321365567,195,8.3,4436,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
The Neverending Story II: The Next Chapter,the+neverending+story+ii+the+next+chapter+1990,tt0100240,34636,0,1990-10-24,16283667,89,5.5,193,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
The Crow: City of Angels,the+crow+city+of+angels+1996,tt0115986,10546,0,1996-08-29,17917287,84,5.2,119,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
E.T. the Extra-Terrestrial,e.t.+the+extra-terrestrial+1982,tt0083866,601,0,1982-04-03,792965326,115,7.3,3359,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
High School Musical,high+school+musical+2006,tt0475293,10947,0,2006-01-20,0,98,6.1,1048,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
Muriel's Wedding,muriels+wedding+1994,tt0110598,236,0,1994-09-29,15119639,106,6.9,104,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hook,hook+1991,tt0102057,879,0,1991-12-11,300854823,144,6.7,1563,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
102 Dalmatians,102+dalmatians+2000,tt0211181,10481,0,2000-10-07,183611771,100,5.1,327,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Child's Play,childs+play+1988,tt0094862,10585,0,1988-11-08,44196684,87,6.3,605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Jurassic Park,jurassic+park+1993,tt0107290,329,0,1993-06-11,920100000,127,7.6,4956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Little Princess,a+little+princess+1995,tt0113670,19101,0,1995-05-10,0,97,7.4,207,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Gattaca,gattaca+1997,tt0119177,782,0,1997-09-07,12532777,106,7.5,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Homeward Bound II: Lost in San Francisco,homeward+bound+ii+lost+in+san+francisco+1996,tt0116552,25059,0,1996-03-08,32709423,89,6.0,105,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The King's Speech,the+kings+speech+2010,tt1504320,45269,0,2010-09-06,414211549,118,7.6,2817,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Kate & Leopold,kate++leopold+2001,tt0035423,11232,0,2001-12-25,0,118,6.0,430,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Save the Last Dance,save+the+last+dance+2001,tt0206275,9816,0,2001-01-12,91038276,112,6.3,359,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Cinderella,cinderella+1950,tt0042332,11224,0,1950-03-04,263591415,74,6.8,1760,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Miracle on 34th Street,miracle+on+34th+street+1994,tt0110527,10510,0,1994-11-18,46264384,114,6.4,199,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
The Full Monty,the+full+monty+1997,tt0119164,9427,0,1997-08-13,257850122,91,6.9,372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo + Juliet,romeo++juliet+1996,tt0117509,454,0,1996-10-31,147298761,120,6.7,1406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Rush Hour,rush+hour+1998,tt0120812,2109,0,1998-09-18,244386864,98,6.8,1254,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
(500) Days of Summer,500+days+of+summer+2009,tt1022603,19913,0,2009-07-17,60722734,95,7.2,2993,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Almost Famous,almost+famous+2000,tt0181875,786,0,2000-09-15,47383689,122,7.4,807,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
There's Something About Mary,theres+something+about+mary+1998,tt0129387,544,0,1998-07-15,369884651,119,6.5,1616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
My Cousin Vinny,my+cousin+vinny+1992,tt0104952,10377,0,1992-03-13,64088552,120,7.3,393,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monty Python and the Holy Grail,monty+python+and+the+holy+grail+1975,tt0071853,762,0,1975-03-13,5028948,91,7.8,1742,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monsters  Inc.,monsters_+inc.+2001,tt0198781,585,0,2001-11-01,562816256,92,7.5,6150,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Firm,the+firm+1993,tt0106918,37233,0,1993-06-30,270248367,154,6.6,513,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Hollow Man,hollow+man+2000,tt0164052,9383,0,2000-08-04,190213455,112,5.6,645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Alien,alien+1979,tt0078748,348,0,1979-05-25,104931801,117,7.9,4564,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Crimson Tide,crimson+tide+1995,tt0112740,8963,0,1995-05-12,157387195,116,7.0,508,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Casino Royale,casino+royale+2006,tt0381061,36557,0,2006-11-14,599045960,144,7.3,3930,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
How Green Was My Valley,how+green+was+my+valley+1941,tt0033729,43266,0,1941-10-28,6000000,118,6.9,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Boys,bad+boys+1995,tt0112442,9737,0,1995-04-07,141407024,118,6.5,1729,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Adventures of Priscilla  Queen of the Desert,the+adventures+of+priscilla_+queen+of+the+desert+1994,tt0109045,2759,0,1994-05-31,11220670,104,7.2,174,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet November,sweet+november+1968,tt0063661,97936,0,1968-02-08,0,114,8.3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Poltergeist,poltergeist+1982,tt0084516,609,0,1982-06-04,122200000,114,7.1,811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Rescuers,the+rescuers+1977,tt0076618,11319,0,1977-06-22,71215869,78,6.7,609,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Thank You for Smoking,thank+you+for+smoking+2005,tt0427944,9388,0,2005-09-05,24793509,92,7.1,670,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Mnemonic,johnny+mnemonic+1995,tt0113481,9886,0,1995-05-26,19075720,97,5.5,380,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Life Is Beautiful,life+is+beautiful+1997,tt0118799,637,0,1997-12-20,229400000,116,8.3,3643,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Juno,juno+2007,tt0467406,7326,0,2007-12-05,231411584,96,7.0,2313,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Se7en,se7en+1995,tt0114369,807,0,1995-09-22,327311859,127,8.1,5915,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
A Separation,a+separation+2011,tt1832382,60243,0,2011-03-15,0,123,7.8,474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Romancing the Stone,romancing+the+stone+1984,tt0088011,9326,0,1984-03-30,86572238,106,6.6,477,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Insider,the+insider+1999,tt0140352,9008,0,1999-10-28,60289912,157,7.3,489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
True Lies,true+lies+1994,tt0111503,36955,0,1994-07-14,378882411,141,6.8,1138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Daylight,daylight+1996,tt0116040,11228,0,1996-12-06,159212469,115,5.8,385,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dumb and Dumber,dumb+and+dumber+1994,tt0109686,8467,0,1994-12-16,247275374,107,6.5,1894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asoka,asoka+2001,tt0249371,4435,0,2001-09-13,19000000,155,5.8,28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Family Man,the+family+man+2000,tt0218967,5994,0,2000-12-12,0,125,6.5,530,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Step Brothers,step+brothers+2008,tt0838283,12133,0,2008-07-25,128107642,98,6.5,1084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Clockwork Orange,a+clockwork+orange+1971,tt0066921,185,0,1971-12-18,26589000,136,8.0,3432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Rocky II,rocky+ii+1979,tt0079817,1367,0,1979-06-15,200182160,119,6.9,948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gladiator,gladiator+2000,tt0172495,98,0,2000-05-01,457640427,155,7.9,5566,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fargo,fargo+1996,tt0116282,275,0,1996-04-05,60611975,98,7.7,2080,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Shrek,shrek+2001,tt0126029,808,0,2001-05-16,484409218,90,7.3,4183,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Fahrenheit 9/11,fahrenheit+911+2004,tt0361596,1777,0,2004-06-25,119114517,122,6.9,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U-571,u-571+2000,tt0141926,3536,0,2000-04-20,127666415,116,6.1,345,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
The Notebook,the+notebook+2004,tt0332280,11036,0,2004-06-25,115603229,123,7.7,3163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
What's Love Got to Do with It,whats+love+got+to+do+with+it+1993,tt0108551,15765,0,1993-06-09,0,118,6.9,75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Frequency,frequency+2000,tt0186151,10559,0,2000-04-28,68106245,118,7.0,473,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Deep Blue Sea,deep+blue+sea+1999,tt0149261,8914,0,1999-07-28,73648228,105,5.6,616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Outbreak,outbreak+1995,tt0114069,6950,0,1995-03-10,189859560,127,6.4,522,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
For a Few Dollars More,for+a+few+dollars+more+1965,tt0059578,938,0,1965-12-18,15000000,132,7.8,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Act of Valor,act+of+valor+2012,tt1591479,75674,0,2012-02-24,81272766,110,6.3,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Black Swan,black+swan+2010,tt0947798,44214,0,2010-12-02,327803731,108,7.3,4562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Princess Diaries 2: Royal Engagement,the+princess+diaries+2+royal+engagement+2004,tt0368933,11130,0,2004-08-06,95149435,113,6.0,726,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
The Prestige,the+prestige+2006,tt0482571,1124,0,2006-10-19,109676311,130,8.0,4510,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
The Muppet Movie,the+muppet+movie+1979,tt0079588,11176,0,1979-05-31,76657000,97,7.0,168,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bridget Jones's Diary,bridget+joness+diary+2001,tt0243155,634,0,2001-04-13,281929795,97,6.6,1397,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Philadelphia,philadelphia+1993,tt0107818,9800,0,1993-12-22,206678440,125,7.6,1019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clerks,clerks+1994,tt0109445,2292,0,1994-09-13,3151130,92,7.4,769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patton,patton+1970,tt0066206,11202,0,1970-01-25,89800000,172,7.3,327,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
What's Eating Gilbert Grape,whats+eating+gilbert+grape+1993,tt0108550,1587,0,1993-12-17,10032765,118,7.5,943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Charlotte's Web,charlottes+web+1973,tt0070016,15171,0,1973-03-01,0,94,6.2,100,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cocoon,cocoon+1985,tt0088933,10328,0,1985-06-21,85313124,117,6.5,329,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Birdcage,the+birdcage+1996,tt0115685,11000,0,1996-03-08,185260553,117,6.7,303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan's Labyrinth,pans+labyrinth+2006,tt0457430,1417,0,2006-05-27,83258226,118,7.6,3122,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Zatoichi,zatoichi+2003,tt0363226,246,0,2003-09-06,0,111,7.3,236,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales from the Crypt: Demon Knight,tales+from+the+crypt+demon+knight+1995,tt0114608,9059,0,1995-01-13,0,92,6.7,96,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Jerk,the+jerk+1979,tt0079367,6471,0,1979-12-14,73961419,94,7.0,272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence of Arabia,lawrence+of+arabia+1962,tt0056172,947,0,1962-12-10,69995385,216,7.8,870,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Diamonds Are Forever,diamonds+are+forever+1971,tt0066995,681,0,1971-12-13,116019547,120,6.3,562,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Truth About Cats & Dogs,the+truth+about+cats++dogs+1996,tt0117979,8866,0,1996-04-26,0,93,5.7,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
An Officer and a Gentleman,an+officer+and+a+gentleman+1982,tt0084434,2623,0,1982-07-28,129795554,124,6.8,219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Rob Roy,rob+roy+1995,tt0114287,11780,0,1995-04-13,31596911,139,6.5,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3: The Mighty Ducks,d3+the+mighty+ducks+1996,tt0116000,10680,0,1996-10-04,22955097,104,5.3,99,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: Dead Man's Chest,pirates+of+the+caribbean+dead+mans+chest+2006,tt0383574,58,0,2006-06-20,1065659812,151,7.0,5380,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Game,the+game+1997,tt0119174,2649,0,1997-09-12,109423648,129,7.5,1556,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Office Space,office+space+1999,tt0151804,1542,0,1999-02-19,12827813,89,7.4,1068,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boogie Nights,boogie+nights+1997,tt0118749,4995,0,1997-09-11,43101594,155,7.5,812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Scissorhands,edward+scissorhands+1990,tt0099487,162,0,1990-12-05,53000000,105,7.5,3731,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Predator,predator+1987,tt0093773,106,0,1987-06-11,98235548,107,7.3,2129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The One,the+one+2001,tt0267804,10796,0,2001-11-02,72700000,87,5.7,445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
X-Men,x-men+2000,tt0120903,36657,0,2000-07-13,296339527,104,6.8,4172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
National Lampoon's Loaded Weapon 1,national+lampoons+loaded+weapon+1+1993,tt0107659,9644,0,1993-02-04,0,84,5.7,161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch Me If You Can,catch+me+if+you+can+2002,tt0264464,640,0,2002-12-25,352114312,141,7.7,3917,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rushmore,rushmore+1998,tt0128445,11545,0,1998-09-17,17096053,93,7.5,688,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True Stories,true+stories+1986,tt0092117,24798,0,1986-10-10,0,90,6.1,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grumpy Old Men,grumpy+old+men+1993,tt0107050,11520,0,1993-12-25,0,103,6.5,176,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Krull,krull+1983,tt0085811,849,0,1983-07-29,16519460,117,5.8,130,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
