id,tmdb_id,imdb_id,title,original_title,adult,belongs_to_collection,budget,genres,homepage,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,vote_average,vote_count
strange+days+1995,281,tt0114558,Strange Days,Strange Days,False,NAN,42000000,Crime|Drama|Science Fiction|Thriller,http://www.strange-days.com,en,Set in the year 1999 during the last days of the old millennium  the movie tells the story of Lenny Nero  an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail  murder and rape. Will he survive and solve the case?,11.223055,/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,Lightstorm Entertainment,United States of America,1995-10-13,7959291,145,English,Released,6.8,334
back+to+the+future+1985,105,tt0088763,Back to the Future,Back to the Future,False,Back to the Future Collection,19000000,Adventure|Comedy|Science Fiction|Family,http://www.backtothefuture.com/movies/backtothefuture1,en,Eighties teenager Marty McFly is accidentally sent back in time to 1955  inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.,25.778509,/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg,Universal Pictures|Amblin Entertainment|U-Drive Productions,United States of America,1985-07-03,381109762,116,English,Released,8.0,6239
sleepless+in+seattle+1993,858,tt0108160,Sleepless in Seattle,Sleepless in Seattle,False,NAN,21000000,Comedy|Drama|Romance,null,en,A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad’s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.,10.234919,/afkYP15OeUOD0tFEmj6VvejuOcz.jpg,TriStar Pictures,United States of America,1993-06-24,227799884,105,English,Released,6.5,630
up+2009,14160,tt1049413,Up,Up,False,NAN,175000000,Animation|Comedy|Family|Adventure,http://disney.go.com/disneypictures/up/,en,Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78  life seems to have passed him by  until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.,19.330884,/nk11pvocdb5zbFhX5oq5YiLPYMo.jpg,Pixar Animation Studios,United States of America,2009-05-13,735099082,96,English,Released,7.8,7048
babe+1995,9598,tt0112431,Babe,Babe,False,Babe Collection,30000000,Fantasy|Drama|Comedy|Family,null,en,Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends  like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom  Babe realizes that he has the makings to become the greatest sheep pig of all time  and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.,14.404764,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,Universal Pictures|Kennedy Miller Productions,Australia|United States of America,1995-07-18,254134910,89,English,Released,6.0,756
millers+crossing+1990,379,tt0100150,Miller's Crossing,Miller's Crossing,False,NAN,14000000,Drama|Thriller|Crime,null,en,Set in 1929  a political boss and his advisor have a parting of the ways when they both fall for the same woman.,7.495853,/gmUAhNHY4bxQzgHjXci5JAW7u62.jpg,Twentieth Century Fox Film Corporation|Circle Films,United States of America,1990-09-21,5080409,115,|Italiano||English,Released,7.5,431
city+of+god+2002,598,tt0317248,City of God,Cidade de Deus,False,NAN,3300000,Drama|Crime,http://cidadededeus.globo.com/,pt,Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place  the movie describes the life of various characters  all seen by the point of view of the narrator  Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him  he finds out that life can be seen with other eyes: The eyes of an artist. By accident  he becomes a professional photographer  gaining his freedom.,14.95927,/gCqnQaq8T4CfioP9uETLx9iMJF4.jpg,O2 Filmes|VideoFilmes|Wild Bunch|Globo filmes|Lumiere|Hank Levine Film|Lereby Productions,Brazil|France,2002-02-05,30641770,130,Português,Released,8.2,1852
ever+after+a+cinderella+story+1998,9454,tt0120631,Ever After: A Cinderella Story,EverAfter,False,NAN,26000000,Drama|Romance|Comedy,null,en,A unique 16th century woman  Danielle possesses a love of books  and can easily quote from Sir Thomas More’s Utopia. An intriguing mix of tomboyish athleticism and physical beauty  she has more than enough charm to capture the heart of a prince ... after beaning him with an apple.,13.309701,/1ELrosU04wEbfmxK9wLBjdEECqm.jpg,Twentieth Century Fox Film Corporation,United States of America,1998-07-31,65705772,121,English,Released,6.8,408
apollo+13+1995,568,tt0112384,Apollo 13,Apollo 13,False,NAN,52000000,Drama,null,en,The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971  risking the lives of astronaut Jim Lovell and his crew  with the failed journey turning into a thrilling saga of heroism. Drifting more than 200 000 miles from Earth  the astronauts work furiously with the ground crew to avert tragedy.,18.761467,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,Imagine Entertainment|Universal Pictures,United States of America,1995-06-30,355237933,140,English,Released,7.3,1637
trainspotting+1996,627,tt0117951,Trainspotting,Trainspotting,False,Trainspotting Collection,4000000,Drama|Crime,http://www.miramax.com/movie/trainspotting/,en,Renton  deeply immersed in the Edinburgh drug scene  tries to clean up and get out  despite the allure of the drugs and influence of friends.,19.348466,/p1O3eFsdb0GEIYu87xlwV7P4jM1.jpg,Miramax Films|Channel Four Films|Noel Gay Motion Picture Company|Figment Films|Film4,United Kingdom,1996-02-23,16491080,93,English,Released,7.8,2737
the+goonies+1985,9340,tt0089218,The Goonies,The Goonies,False,NAN,19000000,Adventure|Comedy|Family,null,en,A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition  Mikey and his friends Data Wang  Chunk Cohen  and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.,14.280703,/bZUbpjwnarSHJK40W9sGpyedWhx.jpg,Amblin Entertainment|Warner Bros.,United States of America,1985-06-06,61503218,114,English|Italiano|Español|广州话 / 廣州話,Released,7.4,1563
dave+1993,11566,tt0106673,Dave,Dave,False,NAN,0,Comedy,null,en,Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator  who by a staggering coincidence looks exactly like the President. As such  when Mitchell wants to escape an official luncheon  the Secret Service hires Dave to stand in for him. Unfortunately  Mitchell suffers a severe stroke whilst having sex with one of his aides  and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff  Bob Alexander  plans to use Dave to elevate himself to the White House - but unfortunately  he doesn't count on Dave enjoying himself in office  using his luck to make the country a better place  and falling in love with the beautiful First Lady...,13.696394,/d8RP3iz7QVlkPAuEX4y6jMd2rC2.jpg,Donner/Shuler-Donner Productions|Warner Bros.|Northern Lights Entertainment,United States of America,1993-05-07,63000000,110,English,Released,6.3,205
pulp+fiction+1994,680,tt0110912,Pulp Fiction,Pulp Fiction,False,NAN,8000000,Thriller|Crime,null,en,A burger-loving hit man  his philosophical partner  a drug-addled gangster's moll and a washed-up boxer converge in this sprawling  comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.,140.950236,/dM2w364MScsjFf8pfMbaWUcWrR.jpg,Miramax Films|A Band Apart|Jersey Films,United States of America,1994-09-10,213928762,154,English|Español|Français,Released,8.3,8670
a+man+apart+2003,8409,tt0266465,A Man Apart,A Man Apart,False,NAN,36000000,Action|Drama,http://www.newline.com/properties/manaparta.html,en,When Vetter's wife is killed in a botched hit organized by Diablo  he seeks revenge against those responsible. But in the process  Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.,17.714247,/l9UIm6rCHzfbMy6KY8ynjV4kLHX.jpg,New Line Cinema|Newman/Tooley Films|Joseph Nittolo Entertainment|"DIA" Productions GmbH & Co. KG,Germany|United States of America,2003-04-04,44350926,109,English|Español,Released,5.8,261
forrest+gump+1994,13,tt0109830,Forrest Gump,Forrest Gump,False,NAN,55000000,Comedy|Drama|Romance,null,en,A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case  far exceeding what anyone imagined he could do. Yet  despite all the things he has attained  his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges  and who proved that determination  courage  and love are more important than ability.,48.307194,/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg,Paramount Pictures,United States of America,1994-07-06,677945399,142,English,Released,8.2,8147
star+wars+episode+i+-+the+phantom+menace+1999,1893,tt0120915,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,False,Star Wars Collection,115000000,Adventure|Action|Science Fiction,http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,en,Anakin Skywalker  a young slave strong with the Force  is discovered on Tatooine. Meanwhile  the evil Sith have returned  enacting their plot for revenge against the Jedi.,15.649091,/n8V09dDc02KsSN6Q4hC2BX6hN8X.jpg,Lucasfilm,United States of America,1999-05-19,924317558,136,English,Released,6.4,4526
traffic+2000,1900,tt0181865,Traffic,Traffic,False,NAN,48000000,Thriller|Drama|Crime,null,en,An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy  the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico  a flawed  but noble policeman agrees to testify against a powerful general in league with a cartel  and in San Diego  a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested  endangering her luxurious lifestyle.,8.338222,/9qPLd5hdXIlrAyknVWK38eZyUMo.jpg,USA Films|Initial Entertainment Group (IEG)|Bedford Falls Company, The|Compulsion Inc.|Splendid Medien AG,Germany|United States of America,2000-12-27,207515725,147,Español|English,Released,6.9,573
kill+bill+vol.+1+2003,24,tt0266697,Kill Bill: Vol. 1,Kill Bill: Vol. 1,False,Kill Bill Collection,30000000,Action|Crime,http://www.miramax.com/movie/kill-bill-volume-1/,en,An assassin is shot at the altar by her ruthless employer  Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback  she makes a death list and hunts down those who wronged her  saving Bill for last.,25.261865,/97fNAi62HawGjWru7PvVmF7RAbU.jpg,Miramax Films|A Band Apart|Super Cool ManChu,United States of America,2003-10-10,180949000,111,English|日本語|Français,Released,7.7,5091
metropolis+1927,19,tt0017136,Metropolis,Metropolis,False,NAN,92620000,Drama|Science Fiction,null,de,In a futuristic city sharply divided between the working class and the city planners  the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.,14.487867,/qriaeUUwdmlgethK3aSAx68mG05.jpg,Paramount Pictures|Universum Film (UFA),Germany,1927-01-10,650422,153,No Language,Released,8.0,666
when+a+man+loves+a+woman+1994,10449,tt0111693,When a Man Loves a Woman,When a Man Loves a Woman,False,NAN,0,Drama|Romance,null,en,An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox  her husband must face the truth of his enabling behavior.,4.322544,/n3B7MBFwyKj9OaTscDZlfJt8Ayy.jpg,Touchstone Pictures,United States of America,1994-04-29,50021959,126,English|Français|Tiếng Việt,Released,6.0,71
willy+wonka++the+chocolate+factory+1971,252,tt0067992,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,False,NAN,3000000,Family|Fantasy,null,en,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,12.416635,/b94qXd1FcIwgzv0NYMUe2bjrzJR.jpg,Paramount Pictures|David L. Wolper Productions,United States of America,1971-06-29,4000000,100,English|Français|Deutsch,Released,7.4,826
spawn+1997,10336,tt0120177,Spawn,Spawn,False,NAN,40000000,Action|Adventure|Fantasy|Horror|Science Fiction|Thriller,null,en,After being murdered by corrupt colleagues in a covert government agency  Al Simmons (Michael Jai White) makes a pact with the devil to be resurrected to see his beloved wife Wanda (Theresa Randle). In exchange for his return to Earth  Simmons agrees to lead Hell's Army in the destruction of mankind.,11.366417,/jMKsirHIMY5QYiwb04PGTrwTABA.jpg,New Line Cinema|Pull Down Your Pants Pictures|Todd McFarlane Entertainment,United States of America,1997-07-31,87840042,96,English,Released,5.0,344
